patent_id	compound_id
1577839	38
1577839	44
1577839	45
1577839	78
1577839	110
1577839	111
1577839	112
1577839	112
1577839	113
1577839	125
1577839	125
1577839	125
1577839	131
1577839	134
1577839	164
1577839	165
1577839	165
1577839	166
1577839	166
1577839	183
1577839	188
1577839	188
1577839	189
1577839	268
1577839	273
1577839	273
1577839	295
1577839	302
1577839	376
1577839	377
1577839	378
1577839	385
1577839	399
1577839	404
1577839	424
1577839	425
1577839	437
1577839	438
1577839	463
1577839	469
1577839	479
1577839	493
1577839	523
1577839	526
1577839	539
1577839	624
1577839	683
1577839	684
1577839	699
1577839	707
1577839	729
1577839	777
1577839	777
1577839	778
1577839	778
1577839	792
1577839	811
1577839	818
1577839	821
1577839	822
1577839	849
1577839	897
1577839	900
1577839	985
1577839	1044
1577839	1061
1577839	1155
1577839	1188
1577839	1200
1577839	1248
1577839	1257
1577839	1404
1577839	1404
1577839	1419
1577839	1432
1577839	1454
1577839	1538
1577839	1562
1577839	1562
1577839	1640
1577839	1676
1577839	1677
1577839	1906
1577839	1906
1577839	1961
1577839	1978
1577839	2038
1577839	2038
1577839	2080
1577839	2173
1577839	2223
1577839	2289
1577839	2338
1577839	2383
1577839	2384
1577839	2467
1577839	2544
1577839	2557
1577839	2665
1577839	2716
1577839	2717
1577839	2718
1577839	2851
1577839	2856
1577839	2910
1577839	2940
1577839	2941
1577839	3006
1577839	3078
1577839	3084
1577839	3129
1577839	3246
1577839	3657
1577839	3658
1577839	3659
1577839	3884
1577839	4077
1577839	4198
1577839	4198
1577839	4328
1577839	4328
1577839	4328
1577839	4329
1577839	4329
1577839	4563
1577839	4892
1577839	5030
1577839	5392
1577839	5392
1577839	5549
1577839	5550
1577839	6223
1577839	6240
1577839	6309
1577839	7356
1577839	7507
1577839	8617
1577839	9353
1577839	16032
1577839	16033
1577839	16539
1577839	16693
1577839	17352
1577839	19000
1577839	19001
1577839	19269
1577839	19269
1577839	19269
1577839	21254
1577839	25131
1577839	30526
1577839	39217
1577839	43134
1577839	65078
1577839	65079
1577839	88559
1577839	245971
1577839	540172
1577839	695951
1577839	1396569
1577839	1500382
1577839	1969509
1577839	1969512
1577839	2592681
1577839	2592681
1577839	3252963
1577839	3644955
1577839	3644955
1577839	3644955
1577839	3647882
1577839	3647882
1577839	3648529
1577839	3648529
1577839	3649274
1577839	3649274
1577839	3649278
1577839	3649278
1577839	3649278
1577839	3649278
1577839	3693709
1577839	3805519
1577839	3911542
1577839	3911542
1577839	3924881
1577839	3924881
1577839	3924881
1577839	3924881
1577839	3924883
1577839	3924883
1577839	3925597
1577839	3926972
1577839	3926972
1577839	3926972
1577839	3926972
1577839	3926978
1577839	3926978
1577839	3926981
1577839	3926981
1577839	3926981
1577839	3926981
1577839	3926988
1577839	3926988
1577839	3927873
1577839	3927873
1577839	3928438
1577839	3928438
1577839	3928438
1577839	3928438
1577839	3931171
1577839	3931171
1577839	3933593
1577839	3933593
1577839	3935940
1577839	4129344
1577839	4129344
1577839	4129344
1577839	4129344
1577839	4129346
1577839	4129346
1577839	4129348
1577839	4129348
1577839	12050727
1577839	12615249
1577839	12615249
1577839	13612455
1577839	13612455
1577839	13727790
1577839	13727790
1577839	13938716
1577839	13938716
1577839	13938717
1577839	13938717
1577839	13938773
1577839	13959431
1577839	13959433
1577839	13959886
1577839	13962485
1577839	14280857
1577839	14280857
1577839	17826571
1577839	17826571
1577839	18307201
1577839	18373134
1577839	18373134
1577839	26416957
1579205	3
1579205	5
1579205	6
1579205	14
1579205	16
1579205	20
1579205	22
1579205	25
1579205	26
1579205	30
1579205	34
1579205	35
1579205	37
1579205	38
1579205	48
1579205	48
1579205	52
1579205	53
1579205	57
1579205	59
1579205	65
1579205	68
1579205	75
1579205	77
1579205	78
1579205	87
1579205	88
1579205	93
1579205	100
1579205	101
1579205	102
1579205	105
1579205	110
1579205	111
1579205	112
1579205	113
1579205	118
1579205	124
1579205	125
1579205	127
1579205	131
1579205	132
1579205	134
1579205	146
1579205	146
1579205	147
1579205	147
1579205	148
1579205	148
1579205	155
1579205	164
1579205	172
1579205	178
1579205	183
1579205	194
1579205	208
1579205	221
1579205	234
1579205	243
1579205	244
1579205	266
1579205	292
1579205	315
1579205	330
1579205	331
1579205	385
1579205	399
1579205	406
1579205	411
1579205	412
1579205	413
1579205	437
1579205	438
1579205	454
1579205	463
1579205	469
1579205	474
1579205	479
1579205	493
1579205	495
1579205	512
1579205	526
1579205	608
1579205	613
1579205	614
1579205	615
1579205	624
1579205	624
1579205	632
1579205	659
1579205	662
1579205	689
1579205	698
1579205	707
1579205	768
1579205	776
1579205	777
1579205	778
1579205	797
1579205	821
1579205	822
1579205	823
1579205	827
1579205	829
1579205	842
1579205	848
1579205	849
1579205	852
1579205	853
1579205	856
1579205	877
1579205	889
1579205	892
1579205	893
1579205	897
1579205	919
1579205	935
1579205	936
1579205	971
1579205	999
1579205	1021
1579205	1030
1579205	1050
1579205	1061
1579205	1091
1579205	1163
1579205	1177
1579205	1179
1579205	1203
1579205	1207
1579205	1235
1579205	1248
1579205	1277
1579205	1278
1579205	1318
1579205	1373
1579205	1378
1579205	1384
1579205	1532
1579205	1556
1579205	1561
1579205	1744
1579205	1746
1579205	1770
1579205	1793
1579205	1845
1579205	1846
1579205	1930
1579205	1931
1579205	1967
1579205	2029
1579205	2156
1579205	2157
1579205	2193
1579205	2201
1579205	2202
1579205	2289
1579205	2350
1579205	2350
1579205	2371
1579205	2372
1579205	2389
1579205	2459
1579205	2503
1579205	2509
1579205	2523
1579205	2523
1579205	2622
1579205	2718
1579205	2774
1579205	2909
1579205	3103
1579205	3129
1579205	3213
1579205	3261
1579205	3432
1579205	3433
1579205	3515
1579205	3582
1579205	3583
1579205	3584
1579205	3604
1579205	3626
1579205	3654
1579205	3736
1579205	3774
1579205	3816
1579205	4267
1579205	4268
1579205	4309
1579205	4481
1579205	5104
1579205	5179
1579205	5436
1579205	5437
1579205	5452
1579205	5453
1579205	5564
1579205	5582
1579205	5679
1579205	5721
1579205	5729
1579205	5773
1579205	5815
1579205	5816
1579205	5817
1579205	5818
1579205	5819
1579205	5886
1579205	5895
1579205	5907
1579205	5991
1579205	6057
1579205	6093
1579205	6177
1579205	6291
1579205	6295
1579205	6802
1579205	7023
1579205	7181
1579205	7290
1579205	7507
1579205	7612
1579205	7643
1579205	7671
1579205	7671
1579205	7703
1579205	7885
1579205	8049
1579205	8051
1579205	8136
1579205	8221
1579205	8452
1579205	8482
1579205	8953
1579205	9181
1579205	9214
1579205	9215
1579205	9353
1579205	9398
1579205	9654
1579205	10422
1579205	10423
1579205	10850
1579205	12291
1579205	13093
1579205	15163
1579205	15197
1579205	15445
1579205	16087
1579205	16339
1579205	16821
1579205	19858
1579205	20475
1579205	21567
1579205	21971
1579205	24198
1579205	26568
1579205	26838
1579205	27379
1579205	27759
1579205	27760
1579205	28091
1579205	29028
1579205	29121
1579205	30747
1579205	36713
1579205	38493
1579205	43134
1579205	48575
1579205	84767
1579205	86211
1579205	100110
1579205	110567
1579205	110567
1579205	162214
1579205	171717
1579205	175431
1579205	204121
1579205	217805
1579205	221378
1579205	221383
1579205	221383
1579205	346377
1579205	458653
1579205	458908
1579205	573864
1579205	591340
1579205	600667
1579205	800154
1579205	933534
1579205	1195888
1579205	1376310
1579205	1376310
1579205	1376310
1579205	1376312
1579205	1376312
1579205	1376312
1579205	1376314
1579205	1376531
1579205	1376531
1579205	1376531
1579205	1376544
1579205	1376545
1579205	1376545
1579205	1376545
1579205	1376556
1579205	1376768
1579205	1376768
1579205	1376768
1579205	1376840
1579205	1376840
1579205	1376840
1579205	1376842
1579205	1376889
1579205	1376889
1579205	1376889
1579205	1377030
1579205	1377097
1579205	1377097
1579205	1377097
1579205	1377127
1579205	1377127
1579205	1377127
1579205	1377143
1579205	1377211
1579205	1377211
1579205	1377211
1579205	1377245
1579205	1377245
1579205	1377245
1579205	1377261
1579205	1377351
1579205	1377351
1579205	1377351
1579205	1377397
1579205	1377397
1579205	1377397
1579205	1377398
1579205	1377403
1579205	1377403
1579205	1377403
1579205	1377404
1579205	1377439
1579205	1377439
1579205	1377439
1579205	1377442
1579205	1377453
1579205	1377453
1579205	1377453
1579205	1377454
1579205	1377483
1579205	1377483
1579205	1377483
1579205	1377607
1579205	1377607
1579205	1377607
1579205	1377609
1579205	1377609
1579205	1377609
1579205	1377611
1579205	1377614
1579205	1377614
1579205	1377614
1579205	1377719
1579205	1377719
1579205	1377719
1579205	1377791
1579205	1377791
1579205	1377791
1579205	1377850
1579205	1377951
1579205	1377951
1579205	1377951
1579205	1377951
1579205	1377952
1579205	1377952
1579205	1378119
1579205	1378119
1579205	1378119
1579205	1378130
1579205	1378130
1579205	1378130
1579205	1378381
1579205	1378444
1579205	1378444
1579205	1378444
1579205	1378496
1579205	1378531
1579205	1378602
1579205	1378602
1579205	1378602
1579205	1378690
1579205	1378690
1579205	1378690
1579205	1378748
1579205	1378772
1579205	1378772
1579205	1378772
1579205	1378820
1579205	1378820
1579205	1378820
1579205	1378821
1579205	1378894
1579205	1378894
1579205	1378894
1579205	1378940
1579205	1378940
1579205	1378940
1579205	1378941
1579205	1379216
1579205	1379439
1579205	1379439
1579205	1379439
1579205	1379543
1579205	1379593
1579205	1379593
1579205	1379593
1579205	1379836
1579205	1379836
1579205	1379836
1579205	1379860
1579205	1379860
1579205	1379860
1579205	1379881
1579205	1379881
1579205	1379881
1579205	1379881
1579205	1379960
1579205	1379960
1579205	1379960
1579205	1379968
1579205	1379968
1579205	1379968
1579205	1379973
1579205	1379985
1579205	1379985
1579205	1379985
1579205	1380018
1579205	1380059
1579205	1380059
1579205	1380059
1579205	1380165
1579205	1380165
1579205	1380165
1579205	1380168
1579205	1380297
1579205	1380297
1579205	1380297
1579205	1380362
1579205	1380467
1579205	1380467
1579205	1380469
1579205	1380469
1579205	1380471
1579205	1380471
1579205	1380476
1579205	1380476
1579205	1380476
1579205	1380477
1579205	1380477
1579205	1380477
1579205	1380477
1579205	1380545
1579205	1380545
1579205	1380545
1579205	1380580
1579205	1380580
1579205	1380580
1579205	1380589
1579205	1380589
1579205	1380589
1579205	1380601
1579205	1380655
1579205	1380655
1579205	1380655
1579205	1380671
1579205	1380753
1579205	1381257
1579205	1381257
1579205	1381257
1579205	1381257
1579205	1381373
1579205	1381373
1579205	1381373
1579205	1396569
1579205	2973749
1579205	3045408
1579205	3045408
1579205	3045408
1579205	3046301
1579205	3046301
1579205	3046301
1579205	3054127
1579205	3054694
1579205	3054694
1579205	3054694
1579205	3054794
1579205	3054794
1579205	3054794
1579205	3054864
1579205	3055123
1579205	3055123
1579205	3055123
1579205	3057215
1579205	3057215
1579205	3057215
1579205	3058355
1579205	3058355
1579205	3058355
1579205	3059872
1579205	3059872
1579205	3059872
1579205	3059987
1579205	3059987
1579205	3059987
1579205	3061123
1579205	3061123
1579205	3061123
1579205	3252963
1579205	3287894
1579205	3287894
1579205	3287894
1579205	3288057
1579205	3288057
1579205	3288057
1579205	3288063
1579205	3288063
1579205	3288063
1579205	3288072
1579205	3288072
1579205	3288072
1579205	3288085
1579205	3288085
1579205	3288085
1579205	3288087
1579205	3288091
1579205	3288091
1579205	3288091
1579205	3288092
1579205	3288098
1579205	3288098
1579205	3288098
1579205	3288101
1579205	3288105
1579205	3288273
1579205	3288273
1579205	3288273
1579205	3288276
1579205	3288276
1579205	3288276
1579205	3288276
1579205	3288282
1579205	3288303
1579205	3288303
1579205	3288303
1579205	3288319
1579205	3288319
1579205	3288319
1579205	3288341
1579205	3288341
1579205	3288341
1579205	3288343
1579205	3288352
1579205	3288352
1579205	3288352
1579205	3288352
1579205	3288359
1579205	3288362
1579205	3288362
1579205	3288367
1579205	3288367
1579205	3288367
1579205	3288382
1579205	3288382
1579205	3288382
1579205	3288382
1579205	3288388
1579205	3288388
1579205	3288398
1579205	3288409
1579205	3288409
1579205	3288409
1579205	3288807
1579205	3288807
1579205	3288807
1579205	3288809
1579205	3288829
1579205	3288829
1579205	3288829
1579205	3288840
1579205	3288921
1579205	3288921
1579205	3288921
1579205	3288921
1579205	3288932
1579205	3288932
1579205	3288932
1579205	3288934
1579205	3288939
1579205	3288939
1579205	3288939
1579205	3288941
1579205	3288953
1579205	3288953
1579205	3288953
1579205	3288957
1579205	3288986
1579205	3288986
1579205	3288986
1579205	3288996
1579205	3288996
1579205	3288996
1579205	3289008
1579205	3289008
1579205	3289008
1579205	3289010
1579205	3289059
1579205	3289059
1579205	3289059
1579205	3289059
1579205	3289070
1579205	3289070
1579205	3289070
1579205	3289070
1579205	3289077
1579205	3289077
1579205	3289079
1579205	3289101
1579205	3289101
1579205	3289101
1579205	3289116
1579205	3289116
1579205	3289116
1579205	3289163
1579205	3289163
1579205	3289163
1579205	3289163
1579205	3289165
1579205	3289165
1579205	3289210
1579205	3289210
1579205	3289210
1579205	3289244
1579205	3289244
1579205	3289244
1579205	3289244
1579205	3289311
1579205	3289311
1579205	3289311
1579205	3289355
1579205	3289355
1579205	3289355
1579205	3289356
1579205	3289356
1579205	3289356
1579205	3289361
1579205	3289361
1579205	3289361
1579205	3289362
1579205	3289362
1579205	3289362
1579205	3289363
1579205	3289364
1579205	3289364
1579205	3289364
1579205	3289365
1579205	3289365
1579205	3289365
1579205	3289366
1579205	3289410
1579205	3289410
1579205	3289410
1579205	3289411
1579205	3289411
1579205	3289414
1579205	3289414
1579205	3289426
1579205	3289426
1579205	3289431
1579205	3289431
1579205	3289431
1579205	3289431
1579205	3289454
1579205	3289454
1579205	3289454
1579205	3289454
1579205	3289459
1579205	3289459
1579205	3289459
1579205	3289466
1579205	3289466
1579205	3289466
1579205	3289468
1579205	3289474
1579205	3289477
1579205	3289477
1579205	3289477
1579205	3289477
1579205	3289481
1579205	3289481
1579205	3289485
1579205	3289485
1579205	3289488
1579205	3289488
1579205	3289488
1579205	3289493
1579205	3289493
1579205	3289493
1579205	3289498
1579205	3289498
1579205	3289498
1579205	3289526
1579205	3289526
1579205	3289526
1579205	3289604
1579205	3289615
1579205	3289615
1579205	3289615
1579205	3289642
1579205	3289642
1579205	3289642
1579205	3289642
1579205	3289646
1579205	3289646
1579205	3289647
1579205	3289647
1579205	3289647
1579205	3289666
1579205	3289666
1579205	3289666
1579205	3289681
1579205	3289696
1579205	3289696
1579205	3289696
1579205	3289697
1579205	3289697
1579205	3289697
1579205	3289697
1579205	3289707
1579205	3289707
1579205	3289707
1579205	3289769
1579205	3289769
1579205	3289769
1579205	3289772
1579205	3289772
1579205	3289772
1579205	3290401
1579205	3290468
1579205	3290604
1579205	3290604
1579205	3290604
1579205	3290628
1579205	3290628
1579205	3290628
1579205	3290628
1579205	3290636
1579205	3290636
1579205	3290636
1579205	3290681
1579205	3290681
1579205	3290681
1579205	3290963
1579205	3290963
1579205	3290963
1579205	3290973
1579205	3290973
1579205	3290973
1579205	3291272
1579205	3291272
1579205	3291272
1579205	3291274
1579205	3291274
1579205	3291502
1579205	3291502
1579205	3291502
1579205	3291502
1579205	3291512
1579205	3291512
1579205	3291512
1579205	3291593
1579205	3291619
1579205	3291639
1579205	3291639
1579205	3291639
1579205	3291849
1579205	3291849
1579205	3291849
1579205	3291860
1579205	3291860
1579205	3291860
1579205	3291867
1579205	3291867
1579205	3291867
1579205	3291869
1579205	3291870
1579205	3291874
1579205	3291874
1579205	3291874
1579205	3291878
1579205	3291878
1579205	3291878
1579205	3292499
1579205	3292499
1579205	3292499
1579205	3293347
1579205	3293347
1579205	3294164
1579205	3294164
1579205	3294164
1579205	3294325
1579205	3294914
1579205	3294914
1579205	3294914
1579205	3294915
1579205	3294915
1579205	3294915
1579205	3295001
1579205	3295001
1579205	3295001
1579205	3295006
1579205	3296551
1579205	3296551
1579205	3296551
1579205	3296555
1579205	3296599
1579205	3296599
1579205	3296599
1579205	3412685
1579205	3412685
1579205	3805519
1579205	5988438
1579205	5988438
1579205	10054281
1579205	10690594
1579205	12050727
1579205	12615249
1579205	13326316
1579205	13326316
1579205	13326319
1579205	13326319
1579205	13326358
1579205	13326358
1579205	13326365
1579205	13326365
1579205	13326375
1579205	13326375
1579205	13326382
1579205	13326382
1579205	13326416
1579205	13326416
1579205	13326442
1579205	13326442
1579205	13326443
1579205	13326443
1579205	13326447
1579205	13326447
1579205	13326449
1579205	13326449
1579205	13326452
1579205	13326452
1579205	13326465
1579205	13326465
1579205	13326466
1579205	13326466
1579205	13326474
1579205	13326474
1579205	13326477
1579205	13326477
1579205	13326479
1579205	13326479
1579205	13326480
1579205	13326480
1579205	13326487
1579205	13326487
1579205	13326488
1579205	13326488
1579205	13326490
1579205	13326490
1579205	13326491
1579205	13326491
1579205	13326492
1579205	13326492
1579205	13326500
1579205	13326500
1579205	13326504
1579205	13326504
1579205	13326529
1579205	13326529
1579205	13326531
1579205	13326531
1579205	13326538
1579205	13326538
1579205	13326539
1579205	13326539
1579205	15755436
1579205	15805480
1579205	16358984
1579205	17325225
1579205	17326872
1579205	17399542
1579205	17508967
1579205	17681052
1579205	17826571
1579205	18056728
1579205	18307201
1579205	18373134
1579205	18373148
1579205	18630371
1579205	18630377
1579205	18929849
1579205	18929926
1579205	21946240
1579205	24576654
1579205	26416957
1596906	3
1596906	6
1596906	16
1596906	17
1596906	17
1596906	20
1596906	20
1596906	20
1596906	38
1596906	38
1596906	48
1596906	63
1596906	65
1596906	66
1596906	75
1596906	75
1596906	93
1596906	93
1596906	125
1596906	131
1596906	147
1596906	148
1596906	177
1596906	178
1596906	178
1596906	183
1596906	290
1596906	385
1596906	406
1596906	406
1596906	463
1596906	469
1596906	473
1596906	528
1596906	573
1596906	608
1596906	624
1596906	675
1596906	707
1596906	707
1596906	777
1596906	777
1596906	778
1596906	778
1596906	785
1596906	797
1596906	823
1596906	842
1596906	849
1596906	849
1596906	977
1596906	1021
1596906	1021
1596906	1061
1596906	1061
1596906	1102
1596906	1169
1596906	1170
1596906	1226
1596906	1328
1596906	1332
1596906	1333
1596906	1378
1596906	1438
1596906	1849
1596906	1851
1596906	1967
1596906	2135
1596906	2156
1596906	2157
1596906	2179
1596906	2180
1596906	2523
1596906	2523
1596906	3005
1596906	3005
1596906	3051
1596906	3056
1596906	3083
1596906	3097
1596906	3112
1596906	3113
1596906	3208
1596906	3269
1596906	3294
1596906	3294
1596906	3295
1596906	3295
1596906	3381
1596906	3535
1596906	3587
1596906	3647
1596906	3911
1596906	3929
1596906	3930
1596906	3931
1596906	3957
1596906	4110
1596906	4267
1596906	4440
1596906	4441
1596906	4612
1596906	4613
1596906	4915
1596906	5436
1596906	5437
1596906	5609
1596906	5609
1596906	5646
1596906	5690
1596906	5691
1596906	5692
1596906	5899
1596906	5900
1596906	6115
1596906	6177
1596906	6413
1596906	6414
1596906	7067
1596906	8249
1596906	9353
1596906	9362
1596906	9646
1596906	10412
1596906	10635
1596906	10635
1596906	10862
1596906	11239
1596906	14876
1596906	14943
1596906	15197
1596906	15367
1596906	15368
1596906	15432
1596906	15455
1596906	15456
1596906	15515
1596906	15609
1596906	15648
1596906	15650
1596906	15708
1596906	15709
1596906	15712
1596906	16068
1596906	16069
1596906	16207
1596906	16330
1596906	16984
1596906	18103
1596906	19461
1596906	19622
1596906	20411
1596906	21327
1596906	21328
1596906	21329
1596906	22165
